trial	num patterns	pattern size	num. corrupt units	avg. acc
0	15	100	0	0.9000
1	15	100	0	0.9000
2	15	100	0	0.9000
3	15	100	0	0.9000
4	15	100	0	0.9000
5	15	100	0	0.9000
6	15	100	0	0.9000
7	15	100	0	0.9000
8	15	100	0	0.9000
9	15	100	0	0.9007
10	15	100	0	0.9000
11	15	100	0	0.9000
12	15	100	0	0.9000
13	15	100	0	0.9000
14	15	100	0	0.9000
15	15	100	0	0.9000
16	15	100	0	0.9000
17	15	100	0	0.9000
18	15	100	0	0.9000
19	15	100	0	0.9000
20	15	100	0	0.9000
21	15	100	0	0.9000
22	15	100	0	0.9000
23	15	100	0	0.9000
24	15	100	0	0.9000
25	15	100	0	0.9000
26	15	100	0	0.9000
27	15	100	0	0.9000
28	15	100	0	0.9000
29	15	100	0	0.9000
30	15	100	0	0.9000
31	15	100	0	0.9000
32	15	100	0	0.9047
33	15	100	0	0.9000
34	15	100	0	0.9000
35	15	100	0	0.9000
36	15	100	0	0.9000
37	15	100	0	0.9000
38	15	100	0	0.9000
39	15	100	0	0.9000
40	15	100	0	0.9007
41	15	100	0	0.9000
42	15	100	0	0.9000
43	15	100	0	0.9000
44	15	100	0	0.9007
45	15	100	0	0.9000
46	15	100	0	0.9000
47	15	100	0	0.9000
48	15	100	0	0.9000
49	15	100	0	0.9000
# overall average accuracy: 0.9001
