# params:
# num. input: 10
# K: 100
# sparseness: 0.50
# num. corrupt: 0
# num. dropout: 0
# num. GD steps: 10
# num. trials: 100
trial	num patterns	pattern size	num. corrupt units	avg. acc
0	10	100	0	1.0000
1	10	100	0	0.9930
2	10	100	0	1.0000
3	10	100	0	0.9960
4	10	100	0	1.0000
5	10	100	0	1.0000
6	10	100	0	1.0000
7	10	100	0	1.0000
8	10	100	0	0.9990
9	10	100	0	0.9970
10	10	100	0	0.9990
11	10	100	0	0.9910
12	10	100	0	1.0000
13	10	100	0	1.0000
14	10	100	0	1.0000
15	10	100	0	1.0000
16	10	100	0	1.0000
17	10	100	0	1.0000
18	10	100	0	0.9950
19	10	100	0	1.0000
20	10	100	0	1.0000
21	10	100	0	0.9970
22	10	100	0	0.9980
23	10	100	0	0.9980
24	10	100	0	1.0000
25	10	100	0	1.0000
26	10	100	0	1.0000
27	10	100	0	0.9750
28	10	100	0	1.0000
29	10	100	0	1.0000
30	10	100	0	0.9970
31	10	100	0	1.0000
32	10	100	0	1.0000
33	10	100	0	1.0000
34	10	100	0	0.9980
35	10	100	0	0.9930
36	10	100	0	1.0000
37	10	100	0	1.0000
38	10	100	0	1.0000
39	10	100	0	1.0000
40	10	100	0	1.0000
41	10	100	0	0.9950
42	10	100	0	1.0000
43	10	100	0	1.0000
44	10	100	0	1.0000
45	10	100	0	0.9990
46	10	100	0	1.0000
47	10	100	0	0.9740
48	10	100	0	1.0000
49	10	100	0	0.9980
50	10	100	0	1.0000
51	10	100	0	1.0000
52	10	100	0	1.0000
53	10	100	0	0.9990
54	10	100	0	1.0000
55	10	100	0	1.0000
56	10	100	0	1.0000
57	10	100	0	1.0000
58	10	100	0	1.0000
59	10	100	0	1.0000
60	10	100	0	0.9990
61	10	100	0	0.9990
62	10	100	0	0.9980
63	10	100	0	1.0000
64	10	100	0	1.0000
65	10	100	0	1.0000
66	10	100	0	0.9980
67	10	100	0	1.0000
68	10	100	0	0.9980
69	10	100	0	1.0000
70	10	100	0	1.0000
71	10	100	0	1.0000
72	10	100	0	1.0000
73	10	100	0	1.0000
74	10	100	0	1.0000
75	10	100	0	0.9920
76	10	100	0	1.0000
77	10	100	0	0.9990
78	10	100	0	0.9990
79	10	100	0	1.0000
80	10	100	0	1.0000
81	10	100	0	0.9930
82	10	100	0	0.9970
83	10	100	0	1.0000
84	10	100	0	1.0000
85	10	100	0	0.9990
86	10	100	0	1.0000
87	10	100	0	1.0000
88	10	100	0	1.0000
89	10	100	0	0.9990
90	10	100	0	1.0000
91	10	100	0	0.9940
92	10	100	0	1.0000
93	10	100	0	0.9970
94	10	100	0	0.9980
95	10	100	0	0.9950
96	10	100	0	1.0000
97	10	100	0	1.0000
98	10	100	0	1.0000
99	10	100	0	1.0000
# overall average accuracy: 0.9984
