trial	num patterns	pattern size	num. corrupt units	avg. acc
0	15	100	0	0.9500
1	15	100	0	0.9500
2	15	100	0	0.9500
3	15	100	0	0.9500
4	15	100	0	0.9500
5	15	100	0	0.9500
6	15	100	0	0.9500
7	15	100	0	0.9500
8	15	100	0	0.9500
9	15	100	0	0.9500
10	15	100	0	0.9500
11	15	100	0	0.9500
12	15	100	0	0.9500
13	15	100	0	0.9500
14	15	100	0	0.9500
15	15	100	0	0.9500
16	15	100	0	0.9500
17	15	100	0	0.9500
18	15	100	0	0.9500
19	15	100	0	0.9500
20	15	100	0	0.9500
21	15	100	0	0.9500
22	15	100	0	0.9500
23	15	100	0	0.9500
24	15	100	0	0.9500
25	15	100	0	0.9500
26	15	100	0	0.9500
27	15	100	0	0.9500
28	15	100	0	0.9500
29	15	100	0	0.9500
30	15	100	0	0.9500
31	15	100	0	0.9500
32	15	100	0	0.9500
33	15	100	0	0.9500
34	15	100	0	0.9500
35	15	100	0	0.9500
36	15	100	0	0.9500
37	15	100	0	0.9500
38	15	100	0	0.9500
39	15	100	0	0.9500
40	15	100	0	0.9500
41	15	100	0	0.9500
42	15	100	0	0.9500
43	15	100	0	0.9500
44	15	100	0	0.9500
45	15	100	0	0.9500
46	15	100	0	0.9500
47	15	100	0	0.9500
48	15	100	0	0.9500
49	15	100	0	0.9500
# overall average accuracy: 0.9500
